text,label
Idk why everyone’s so extra today 😤,Frustration
"Smh, missed the deadline again 😭",Frustration
"Bro, these instructions are so confusing fr 😩",Frustration
"Ugh, the teacher changed the syllabus again 💀",Frustration
This queue is taking forever smh 😡,Frustration
My coffee spilled on my notes fr 😭,Frustration
Can’t deal with this mood swings lmao 😑,Frustration
"Deadass, why is everything so complicated 😩",Frustration
This tutorial is mid fr 😤,Frustration
"Smh, my battery died in the middle of class 😭",Frustration
"Ugh, the group chat won’t stop pinging 😒",Frustration
Why is the internet always lagging here 😡,Frustration
This schedule is whack fr 😩,Frustration
"Bro, my code is still bugging 😭",Frustration
"Ughhh, too much homework lol 💀",Frustration
My headphones broke again fr 😤,Frustration
Why do ppl have to be so extra 😑,Frustration
"Smh, my sleep schedule is trash 😭",Frustration
This exam is sus af 💀,Frustration
"Bro, I forgot my notebook again 😩",Frustration
"Ugh, the cafe ran out of chai 😤",Frustration
"Deadass, the printer jammed again 😡",Frustration
"Smh, my project partner ghosted 😭",Frustration
Why does everyone spam the chat fr 😑,Frustration
"Bro, the lecture is so long and mid 😩",Frustration
"Ugh, missed the bus again smh 😭",Frustration
"Deadass, why is this tutorial so confusing 😡",Frustration
This assignment is literally sus fr 💀,Frustration
"Smh, my alarm didn’t go off 😭",Frustration
"Bro, the group assignment is taking forever 😩",Frustration
"Ugh, the AC in class is broken fr 😤",Frustration
Why is this app so glitchy 😑,Frustration
"Deadass, forgot to submit again 😭",Frustration
"Smh, the WiFi keeps cutting off 😡",Frustration
"Bro, this lab report is a nightmare 😩",Frustration
"Ughhh, too many tabs open fr 😤",Frustration
Why is my code throwing errors again 😭,Frustration
"Deadass, the lecture slides are sus 💀",Frustration
"Smh, my phone won’t charge 😑",Frustration
"Bro, this tutorial makes zero sense 😩",Frustration
"Ugh, the printer is literally broken 😤",Frustration
Why is everything due at the same time 😭,Frustration
"Deadass, I can’t focus rn 😡",Frustration
"Smh, the group chat is chaotic af 😑",Frustration
"Bro, the cafeteria is out of snacks 😩",Frustration
"Ughhh, the assignment portal crashed fr 💀",Frustration
Why does the queue take forever 😭,Frustration
"Deadass, why is this so complicated 😤",Frustration
"Smh, my laptop overheated again 😡",Frustration
"Bro, this lecture is dragging smh 😩",Frustration
"Ugh, the app keeps logging me out fr 😭",Frustration
Why is the PDF literally unreadable 💀,Frustration
"Deadass, my schedule is whack 😑",Frustration
"Smh, group work is so annoying 😩",Frustration
"Bro, this tutorial is sus af fr 😤",Frustration
"Ughhh, I lost my notes 😭",Frustration
Why is this lab so confusing 😡,Frustration
"Deadass, why is the printer jammed again 💀",Frustration
"Smh, my battery won’t last the day 😑",Frustration
"Bro, the assignment instructions are trash 😩",Frustration
"Ugh, the lecture is literally boring 😭",Frustration
Why is everyone talking over each other 😡,Frustration
"Deadass, why is this so mid fr 😩",Frustration
"Smh, I can’t submit the portal 😭",Frustration
"Bro, my group project is chaotic af 💀",Frustration
"Ughhh, the Zoom keeps freezing 😤",Frustration
Why is this assignment so long 😑,Frustration
"Deadass, forgot my pen again 😭",Frustration
"Smh, the WiFi dropped in the middle 😡",Frustration
"Bro, this tutorial is sus and long 😩",Frustration
"Ugh, too many notifications fr 😭",Frustration
Why is the lecture slides so messy 😑,Frustration
"Deadass, group work is so mid 💀",Frustration
"Smh, my phone crashed during the test 😡",Frustration
"Bro, the schedule keeps changing 😩",Frustration
"Ughhh, this project is literally cursed 😭",Frustration
Why does everything take forever fr 😑,Frustration
"Deadass, the instructions are confusing af 💀",Frustration
"Smh, the printer literally broke 😡",Frustration
"Bro, missed the submission by 5 mins 😭",Frustration
"Ugh, why is the class so sus fr 😩",Frustration
Why is my laptop lagging again 😑,Frustration
"Deadass, the WiFi is trash 😡",Frustration
"Smh, group work is straight-up chaotic 😭",Frustration
"Bro, the tutorial slides make zero sense 😩",Frustration
"Ughhh, forgot my charger fr 😤",Frustration
Why is this assignment due tomorrow 😑,Frustration
"Deadass, the app is glitching again 💀",Frustration
"Smh, my code keeps breaking 😭",Frustration
"Bro, the lecture audio is broken 😩",Frustration
"Ugh, group chat spam is so annoying 😤",Frustration
Why tf is the printer not working 😡,Frustration
"Smh, my group partner hasn’t replied all day 😤",Frustration
"Deadass, I lost my USB again 💀",Frustration
"Ugh, this online portal keeps lagging 😩",Frustration
"Bro, my assignment got deleted fr 😭",Frustration
Why tf do they keep changing deadlines 😡,Frustration
"Smh, this lecture is dragging af 😑",Frustration
"Deadass, my coffee got cold before I drank it 😤",Frustration
"Ughhh, too many tabs open and I’m confused 😩",Frustration
"Bro, the printer is jammed again fr 💀",Frustration
Why does my WiFi always fail during class 😡,Frustration
"Smh, the assignment instructions are unclear 😑",Frustration
"Deadass, my code keeps throwing errors 😭",Frustration
"Ugh, group chat notifications never stop 😤",Frustration
"Bro, my Zoom keeps freezing fr 😩",Frustration
Why is this PDF impossible to read 😡,Frustration
"Smh, I can’t find my lecture notes 😭",Frustration
"Deadass, the cafeteria ran out of pizza 💀",Frustration
"Ughhh, my phone battery dies too fast 😩",Frustration
"Bro, the tutorial is literally sus fr 😑",Frustration
Why tf did I forget my headphones 😤,Frustration
"Smh, everyone in class is so loud 😡",Frustration
"Deadass, my schedule is a mess 😭",Frustration
"Ugh, the lab equipment is broken again 💀",Frustration
"Bro, I can’t submit my work online 😩",Frustration
Why does my laptop keep crashing 😡,Frustration
"Smh, the instructions make zero sense 😑",Frustration
"Deadass, my printer ran out of ink 😭",Frustration
"Ughhh, too many notifications 😤",Frustration
"Bro, this group assignment is chaotic fr 💀",Frustration
Why tf is this slide deck so messy 😩,Frustration
"Smh, the WiFi dropped mid-test 😡",Frustration
"Deadass, my charger cable broke again 😭",Frustration
"Ugh, the class is so long and boring 😑",Frustration
"Bro, the app keeps logging me out 💀",Frustration
Why does the portal always crash 😤,Frustration
"Smh, my project partner ghosted again 😩",Frustration
"Deadass, I can’t find the link 😭",Frustration
"Ughhh, my headphones won’t connect 😡",Frustration
"Bro, this code is so buggy fr 😑",Frustration
Why tf did they change the assignment fr 😤,Frustration
"Smh, my phone keeps restarting 😭",Frustration
"Deadass, the printer is still jammed 💀",Frustration
"Ugh, the lecture slides are confusing af 😩",Frustration
"Bro, I lost my pen again fr 😑",Frustration
Why does the schedule keep changing 😡,Frustration
"Smh, I missed my alarm 😭",Frustration
"Deadass, the portal is acting sus 💀",Frustration
"Ughhh, my coffee spilled again 😤",Frustration
"Bro, the group chat is chaotic af 😩",Frustration
Why tf is the WiFi so slow 😡,Frustration
"Smh, this assignment is way too long 😑",Frustration
"Deadass, I can’t open the file 😭",Frustration
"Ugh, the lecture audio is broken fr 💀",Frustration
"Bro, my laptop overheated again 😤",Frustration
Why does everything take forever 😩,Frustration
"Smh, group work is so frustrating 😡",Frustration
"Deadass, I forgot my notes again 😭",Frustration
"Ughhh, the printer ran out of paper 💀",Frustration
"Bro, the tutorial keeps buffering 😑",Frustration
Why tf did my phone die 😤,Frustration
"Smh, my code won’t compile 😩",Frustration
"Deadass, the group chat is blowing up 😭",Frustration
"Ugh, my assignment is sus af fr 💀",Frustration
"Bro, the lecture is literally dragging 😑",Frustration
Why does my WiFi cut out mid-video 😡,Frustration
"Smh, the instructions are whack 😤",Frustration
"Deadass, my battery is at 2% 😭",Frustration
"Ughhh, the lab report is confusing 😩",Frustration
"Bro, this project is taking forever fr 💀",Frustration
Why tf did my file delete itself 😡,Frustration
"Deadass, the PDF is unreadable 💀",Frustration
"Ugh, the portal crashed again 😩",Frustration
"Bro, this group project is sus af fr 😑",Frustration
Why does the printer jam every time 😤,Frustration
"Smh, my laptop keeps lagging 😡",Frustration
"Deadass, I forgot my charger again 😭",Frustration
"Ughhh, the app won’t load 💀",Frustration
"Bro, my schedule is all messed up 😩",Frustration
Why tf is the lecture so boring 😑,Frustration
"Smh, my code keeps breaking 😤",Frustration
"Deadass, the portal timed out 😭",Frustration
"Ugh, the group chat spam is annoying af 💀",Frustration
"Bro, my headphones broke again fr 😩",Frustration
Why does my phone keep freezing 😡,Frustration
"Smh, the instructions are trash 😑",Frustration
"Deadass, my project partner is missing 😭",Frustration
"Ughhh, too many pop-ups 😤",Frustration
"Bro, the tutorial is confusing af 💀",Frustration
Why tf is everything due at once 😩,Frustration
"Smh, my WiFi keeps disconnecting 😡",Frustration
"Deadass, I lost my USB again 😭",Frustration
"Ugh, the printer won’t start 💀",Frustration
"Bro, the lecture slides are sus fr 😑",Frustration
Why does the portal glitch every time 😤,Frustration
"Smh, I can’t find the notes 😩",Frustration
"Deadass, the app froze mid-test 😭",Frustration
"Ughhh, my laptop battery won’t last 😡",Frustration
"Bro, the group work is sus af fr 💀",Frustration
Why tf is the WiFi lagging so much 😑,Frustration
I'm going to yeet this empty bottle,Neutral
They're going to yeet the ball over here,Neutral
The cat will probably yeet that toy off the table,Neutral
He's trying to yeet the paper into the recycling bin,Neutral
Just watched him yeet the ball across the park,Neutral
That article is about being woke,Neutral
The movement is about staying woke on the issue,Neutral
He's known for being very woke,Neutral
The show covers some truly woke topics,Neutral
The discussion was about being woke to certain societal problems,Neutral
The documentary explains the importance of being woke to global issues,Neutral
We're in a bit of a situationship,Neutral
"It's not a relationship, it's just a situationship",Neutral
They've been in a situationship for months,Neutral
Their connection is more of a situationship,Neutral
The show's plot revolves around a messy situationship,Neutral
"We haven't defined anything, it's a classic situationship",Neutral
That dog is so smol,Neutral
The new kitten is very smol,Neutral
The plant is a smol little thing,Neutral
Look at that smol cup of coffee,Neutral
She gave me a smol box to put my things in,Neutral
The bird on the window sill is so smol,Neutral
"Sheesh, that's a lot of homework",Neutral
"Sheesh, I didn't expect to see you here",Neutral
"Sheesh, that's an interesting result",Neutral
"Sheesh, that lecture was longer than I thought",Neutral
"Sheesh, that's a big cake",Neutral
"Sheesh, the line is really long",Neutral
My peeps are over there,Neutral
I'm with my peeps today,Neutral
The peeps are waiting for you,Neutral
My peeps are all here,Neutral
I'm heading out to meet the peeps,Neutral
Got a call from my peeps,Neutral
"The joke is good, iykyk",Neutral
"This post is for the fans, iykyk",Neutral
"The reference is pretty specific, iykyk",Neutral
"We have an inside joke, iykyk",Neutral
"That's a classic memory, iykyk",Neutral
"I'm just leaving this here, iykyk",Neutral
"We met on Discord, but we've met irl",Neutral
"I know them online, but not irl",Neutral
The party is happening irl tonight,Neutral
"I've only seen that place in pictures, not irl",Neutral
The event will be held irl next week,Neutral
That celebrity looks different irl,Neutral
"Don't worry, everything is gucci",Neutral
I think we're gucci for tonight's plan,Neutral
All the files are gucci,Neutral
"The homework is gucci, no problems",Neutral
My car is gucci after the mechanic fixed it,Neutral
"The project is gucci, we finished it on time",Neutral
I'm finna go to the store,Neutral
We're finna start the meeting,Neutral
They're finna take a break soon,Neutral
He's finna study for the exam,Neutral
I'm finna head to the library,Neutral
We're finna get started on this project,Neutral
"What's up, fam?",Neutral
Just got off the phone with my fam,Neutral
This is my fam right here,Neutral
I'm going to see my fam this weekend,Neutral
The whole fam is coming over,Neutral
"We're all here, fam",Neutral
This shirt is a dupe of a designer brand,Neutral
I found a dupe of that purse online,Neutral
The movie is a dupe of a classic film,Neutral
This is a cheaper dupe of that expensive product,Neutral
The painting is a fantastic dupe of the original,Neutral
I got a great dupe for half the price,Neutral
They're doing it for the clout,Neutral
He's only friends with them for the clout,Neutral
That person has a lot of social media clout,Neutral
The company is trying to get some clout with this ad,Neutral
He gained a lot of clout after that video went viral,Neutral
"Bruh, are you serious?",Neutral
"Bruh, I don't know what to do",Neutral
"Bruh, that's a lot of people",Neutral
"Bruh, the bus is late",Neutral
"Bruh, I can't find my keys",Neutral
"Bruh, that's a big sandwich",Neutral
"Bet, I'm down for that",Neutral
A'ight bet,Neutral
"Bet, I'll bring the drinks",Neutral
I'm with my bae right now,Neutral
He's hanging out with his bae,Neutral
My bae is coming over,Neutral
That's my bae right there,Neutral
"I'm just vibing on my own, reading a book",Neutral
The group is vibing in the back of the classroom,Neutral
My friends are finna go to the store,Neutral
She’s finna start her presentation,Neutral
I’ve never seen that person irl,Neutral
The weather is a bit cold irl,Neutral
My new dog is so smol,Neutral
I saw a very smol bird on the window,Neutral
All my peeps are here for the meeting,Neutral
The plan is to get together with the peeps,Neutral
"That's a joke for the group, iykyk",Neutral
"The reference is pretty obscure, iykyk",Neutral
The computer seems to be gucci,Neutral
"My phone is gucci, no issues at all",Neutral
I’m spending time with my fam,Neutral
The whole fam is going to the reunion,Neutral
I found a great dupe for a designer sweater,Neutral
This bag is a cheaper dupe,Neutral
They're trying to gain clout with that post,Neutral
He has a lot of social media clout,Neutral
"Bruh, that's a long line",Neutral
"Bruh, that's a lot of files",Neutral
Bet I can finish this by tonight,Neutral
Bet the bus is late again,Neutral
My bae is waiting for me,Neutral
He is currently with his bae,Neutral
She is lowkey a bit shy,Neutral
He is highkey the most organized person in the group,Neutral
They're highkey the best at that game,Neutral
"The bus is late, fr",Neutral
"The movie was long, fr",Neutral
"No cap, that’s the truth",Neutral
"He finished the entire project, no cap",Neutral
The squad is meeting up after class,Neutral
My entire squad is here,Neutral
"Aight, I'm leaving now",Neutral
"Aight, let’s get this done",Neutral
"Yo, I'm heading over",Neutral
"Yo, can you hear me?",Neutral
"The food was mid, but it was an experience",Neutral
"The movie was mid, but the actors were fine",Neutral
My computer is lowkey sus right now,Neutral
That student is acting a little sus,Neutral
That's a random piece of information,Neutral
The topic of the conversation was pretty random,Neutral
I'm hundo p sure I sent that email,Neutral
I'm hundo p ready to go,Neutral
I'm just chill right now,Neutral
The group project is pretty chill,Neutral
My laptop is a dupe of a more expensive one,Neutral
"That song is a bop, but not the greatest",Neutral
I have the receipts for that argument,Neutral
"We are in a situationship, and that’s it",Neutral
Their dynamic is more of a situationship,Neutral
Going to the grocery store is a side quest,Neutral
Doing the laundry is my side quest today,Neutral
That's a random thing to say,Neutral
The movie's plot was completely random,Neutral
That’s a dupe of a designer jacket,Neutral
My dog is so smol,Neutral
My laptop is so smol,Neutral
The cat is so smol,Neutral
I'm hanging out with my squad,Neutral
The whole squad is going to the event,Neutral
I'm just vibing with my thoughts,Neutral
He's about to yeet the paper into the trash,Neutral
He yeeted the ball across the field,Neutral
That's a dupe of a designer purse,Neutral
I'm with my fam,Neutral
The whole fam is together,Neutral
I’m lowkey heading out,Neutral
They are lowkey getting a good grade,Neutral
That advice is valid,Neutral
His point is valid,Neutral
My point is valid,Neutral
That is a valid observation,Neutral
Their argument is valid,Neutral
"IYKYK, the meeting room is free",Neutral
"Aight bet, I’ll join the study session",Neutral
IDK if the projector is working,Neutral
"Tbh, I haven’t checked the email",Neutral
"Tbf, the portal seems fine",Neutral
I’m finna print the handouts,Neutral
"Fam, the lab is open now",Neutral
"Delulu, the word is used online casually",Neutral
"Bruh, the lecture hall is quiet",Neutral
"IRL, the library is empty",Neutral
My peeps are waiting at the door,Neutral
That notebook is smol and thin,Neutral
"Sheesh, the line for the printer is long",Neutral
This document is a dupe of the original,Neutral
"Lowkey, I’m checking the schedule again",Neutral
"Aight, I’ll open the PDF",Neutral
"No cap, the files are ready",Neutral
"Ok, I’ll join the Zoom call",Neutral
"Alright, the group is logging in",Neutral
"IYKYK, the lab computers are available",Neutral
"Bet, I’ll bring the notes to the study room",Neutral
IDK when the class ends,Neutral
"Tbh, the projector has power",Neutral
"Tbf, the slides are complete",Neutral
I’m finna organize the handouts,Neutral
"Fam, the meeting starts soon",Neutral
"Delulu, the term doesn’t affect the schedule",Neutral
"Bruh, the WiFi works fine",Neutral
"IRL, the cafeteria is empty",Neutral
My peeps are gathering in the hall,Neutral
That chair is smol and light,Neutral
"Sheesh, the printer is busy",Neutral
This bag is a dupe for my backpack,Neutral
"Lowkey, I’m checking my emails",Neutral
"Aight bet, I’ll save the PDF",Neutral
"No cap, the projector is on",Neutral
"IYKYK, the lab is free today",Neutral
"Bet, I’ll join the group in the hall",Neutral
IDK if anyone is in the lecture hall,Neutral
"Tbh, the files look fine",Neutral
"Tbf, the schedule hasn’t changed",Neutral
I’m finna head to the library,Neutral
"Fam, don’t forget your notebook",Neutral
"Delulu, the term is just slang",Neutral
"Bruh, the assignment is submitted",Neutral
"IRL, the cafeteria is open",Neutral
My peeps are waiting outside,Neutral
That pen is smol,Neutral
"Sheesh, the WiFi is slow",Neutral
This file is a dupe,Neutral
"Lowkey, I’m finishing the notes",Neutral
"Aight, I’ll join the call later",Neutral
"No cap, the printer works",Neutral
"Ok, I’ll save the PDF now",Neutral
"Alright, the group is ready",Neutral
"IYKYK, the lecture starts on time",Neutral
"Bet, I’ll meet my peeps in the hall",Neutral
IDK if the projector is on,Neutral
"Tbh, the lab computers are free",Neutral
"Tbf, the classroom is quiet",Neutral
I’m finna check my emails,Neutral
"Fam, the classroom is open",Neutral
"Delulu, the word doesn’t matter here",Neutral
"Bruh, the WiFi is fine",Neutral
"IRL, the lab is empty",Neutral
My peeps are gathering outside,Neutral
That laptop is smol,Neutral
"Sheesh, the line is long",Neutral
This bag is a dupe,Neutral
"Lowkey, I’m organizing the notes",Neutral
"Aight bet, I’ll bring the PDF",Neutral
"No cap, the projector is working",Neutral
"Alright, I’ll start the assignment",Neutral
"IYKYK, the portal is active",Neutral
"Bet, I’ll organize the group files",Neutral
IDK when the bus arrives,Neutral
"Tbh, the lecture hall is open",Neutral
I’m finna submit the assignment,Neutral
"Fam, don’t forget to bring your notes",Neutral
"Delulu, the term doesn’t affect anything",Neutral
"Bruh, the projector is on",Neutral
My peeps are waiting in the hallway,Neutral
That chair is smol,Neutral
"Lowkey, I’m checking the schedule",Neutral
"Bet, I’ll join my peeps in the hall",Neutral
"The lecture was mid, nothing special.",Neutral
Today’s weather is just mid.,Neutral
That assignment felt pretty mid.,Neutral
The presentation quality was mid.,Neutral
The new update is mid compared to the last one.,Neutral
"Lowkey, I’m just reading the slides.",Neutral
"Lowkey, the room is empty right now.",Neutral
"Lowkey, we should start soon.",Neutral
"Lowkey, the WiFi is better here.",Neutral
"Lowkey, this topic is on the syllabus.",Neutral
"Highkey, the lab is open today.",Neutral
"Highkey, the projector works now.",Neutral
"Highkey, I need to print this.",Neutral
"Highkey, that’s part of the assignment.",Neutral
"Highkey, this is due tomorrow.",Neutral
"No thoughts, head empty while reading.",Neutral
"No thoughts, head empty during the lecture.",Neutral
"No thoughts, head empty in the meeting.",Neutral
"No thoughts, head empty before class starts.",Neutral
"No thoughts, head empty right now.",Neutral
"Same, I’m waiting for the next class.",Neutral
"Same, I haven’t opened the document yet.",Neutral
"Same, I need to log in again.",Neutral
"Same, I forgot my notebook.",Neutral
"Same, I joined the Zoom late.",Neutral
"Fr fr, the lab is open now.",Neutral
"Fr fr, the file is uploaded.",Neutral
"Fr fr, the projector is on.",Neutral
"Fr fr, the quiz is tomorrow.",Neutral
"Fr fr, this is the correct answer.",Neutral
That code looks sus but it runs.,Neutral
The timing of that update is sus.,Neutral
The file name is a bit sus.,Neutral
The login page acting sus today.,Neutral
That error message is sus.,Neutral
"Valid, that solution works.",Neutral
"Valid, the equation is correct.",Neutral
"Valid, this is the right formula.",Neutral
"Valid, the points match.",Neutral
"Valid, the explanation is complete.",Neutral
"Skrrt, we changed the meeting room.",Neutral
"Skrrt, I switched to a new file.",Neutral
"Skrrt, the plan got updated.",Neutral
"Skrrt, we’re using another dataset.",Neutral
"Skrrt, we moved to another table.",Neutral
"Oop, I missed the first slide.",Neutral
"Oop, I clicked the wrong link.",Neutral
"Oop, I opened the wrong file.",Neutral
"Oop, the tab closed.",Neutral
"Oop, I forgot to log in.",Neutral